days,fips,tot_cases,new_case,new_death,retail_and_recreation_%change,grocery_and_pharmacy_%change,parks_%change,transit_stations_%change,workplaces_%change,residential_%change,actual deaths,predicted deaths,% error,%accuracy,predicted rounded,predicted %error,predicted %accuracy
234,37,154018,2075,29,-15,-4,46,-26,-33,9,2494,2477.67,0.654771451,99.34522855,2478,0.641539695,99.3584603
265,28,94021,465,36,-7,-7,20,2,-21,4,2846,2839.905,0.214160225,99.78583978,2840,0.210822207,99.78917779
333,37,357958,3444,9,-20,-12,41,-24,-17,4,5219,5182.502,0.699329373,99.30067063,5183,0.689787316,99.31021268
218,12,497181,5408,225,-23,-16,-21,-42,-37,11,7627,7582.441,0.584227088,99.41577291,7582,0.590009178,99.40999082
237,13,264540,2441,24,-18,-9,7,-35,-34,10,5156,5040.633,2.237529092,97.76247091,5041,2.230411171,97.76958883
88,45,660,121,2,-35,-4,12,-32,-25,9,15,10.157,32.28666667,67.71333333,10,33.33333333,66.66666667
148,45,10623,207,20,-11,-3,-4,-6,-31,12,466,474.233,1.766738197,98.2332618,474,1.716738197,98.2832618
182,45,36399,1755,19,0,6,48,1,-30,9,739,815.361,10.33301759,89.66698241,815,10.28416779,89.71583221
327,1,232506,1798,0,-12,0,15,-1,-12,3,3457,3469.43,0.359560312,99.64043969,3469,0.347121782,99.65287822
289,28,109255,1116,8,-9,-5,16,8,-18,4,3160,3144.765,0.482120253,99.51787975,3145,0.474683544,99.52531646
139,21,7935,247,12,-22,-3,3,-25,-36,14,346,348.773,0.801445087,99.19855491,349,0.867052023,99.13294798
242,21,47577,820,3,-12,3,135,-2,-9,2,921,930.326,1.012595005,98.98740499,930,0.977198697,99.0228013
163,37,39483,1310,11,-11,2,46,-27,-33,11,1064,1251.093,17.58392857,82.41607143,1251,17.57518797,82.42481203
282,51,156649,1114,16,-15,-3,62,-30,-35,10,3344,3333.373,0.317793062,99.68220694,3333,0.328947368,99.67105263
100,12,16323,1089,48,-46,-21,-46,-58,-50,21,371,432.852,16.67169811,83.32830189,433,16.7115903,83.2884097
237,51,114636,1006,24,-15,-6,56,-35,-38,11,2495,2541.168,1.850420842,98.14957916,2541,1.843687375,98.15631263
170,45,21548,992,4,-2,5,63,4,-28,8,621,663.501,6.843961353,93.15603865,664,6.92431562,93.07568438
332,1,242874,917,0,-21,-16,12,-30,-59,17,3572,3861.122,8.094120941,91.90587906,3861,8.090705487,91.90929451
100,13,10693,613,42,-37,-10,-10,-51,-51,21,413,367.283,11.06949153,88.93050847,367,11.13801453,88.86198547
103,1,3583,321,1,-64,-47,-50,-51,-45,13,61,71.775,17.66393443,82.33606557,72,18.03278689,81.96721311
140,28,11967,263,15,0,7,34,-5,-28,9,570,525.163,7.866140351,92.13385965,525,7.894736842,92.10526316
197,13,129193,4102,37,-8,-1,38,-31,-38,11,3091,3029.55,1.988029764,98.01197024,3030,1.973471368,98.02652863
